RC3-before,,
wcAi,Distortion,1st Ord Diff
66130.28,-89.11,-0.06
66143.29,-89.17,-0.06
66188.53,-89.22,-0.05
66233.75,-89.31,-0.09
66278.92,-89.42,-0.11
66310.46,-89.9,-0.48
66324.35,-89.45,0.45
66369.59,-89.57,-0.12
66414.81,-89.67,-0.1
66459.99,-89.75,-0.08
66505.19,-89.87,-0.12
66550.39,-89.97,-0.1
66595.61,-90.03,-0.06
66602.94,-90.03,0
66640.88,-90.06,-0.03
66685.95,-90.23,-0.17
66731.17,-90.33,-0.1
66776.29,-90.43,-0.1
66821.42,-90.53,-0.1
66866.63,-90.62,-0.09
66911.79,-90.73,-0.11
66913.73,-90.73,0
66957,-90.83,-0.1
67002.22,-90.89,-0.06
67041.58,-91.03,-0.14
67047.45,-90.98,0.05
67092.71,-91.07,-0.09
67125.08,-91.13,-0.06
67170.27,-91.25,-0.12
67195.34,-88.94,2.31
67215.48,-91.39,-2.45
67260.65,-91.48,-0.09
67305.89,-91.55,-0.07
67351.08,-91.67,-0.12
67383.96,-91.74,-0.07
67390.39,-92.04,-0.3
67429.25,-91.81,0.23
67474.49,-91.9,-0.09
67519.74,-91.98,-0.08
67565,-92.03,-0.05
67603.91,-92.07,-0.04
67649.16,-92.11,-0.04
67683.28,-91.83,0.28
67694.4,-92.15,-0.32
67695.99,-92.16,-0.01
67721.33,-92.37,-0.21
67738.86,-92.17,0.2
67784.09,-92.23,-0.06
67806.48,-91.76,0.47
67816.12,-91.99,-0.23
67829.16,-92.31,-0.32
67845.46,-93.71,-1.4
67874.45,-92.4,1.31
67919.79,-92.41,-0.01
67965.17,-92.41,0
68009.43,-92.46,-0.05
68054.76,-92.47,-0.01
68100.1,-92.51,-0.04
68134.58,-92.52,-0.01
68140.64,-92.53,-0.01
68169.77,-92.63,-0.1
68186.03,-92.68,-0.05
68186.05,-92.68,1.46E-11
68187.4,-92.72,-0.04
68194.33,-92.66,0.06
68203.42,-92.69,-0.03
68219.69,-92.73,-0.04
68259.96,-92.91,-0.18
68267.85,-93.25,-0.34
68287.28,-94.07,-0.82
68289.68,-93.89,0.18
68300.18,-93.08,0.81
68301.98,-93.09,-0.01
68327.23,-93.19,-0.1
68330.64,-93.2,-0.01
68340.47,-93.24,-0.04
68380.76,-93.43,-0.19
68420.97,-93.65,-0.22
68461.26,-93.81,-0.16
68462.7,-93.92,-0.11
68462.72,-93.92,0
68507.96,-94.22,-0.3
68553.14,-94.56,-0.34
68598.18,-94.9,-0.34
68643.39,-95.19,-0.29
68688.59,-95.44,-0.25
68733.76,-95.66,-0.22
68778.98,-95.9,-0.24
68824.16,-96.14,-0.24
68834.49,-96.18,-0.04
68863.99,-95.67,0.51
68870.85,-96.37,-0.7
68880.67,-93.56,2.81
68903.91,-96.49,-2.93
68947.82,-96.62,-0.13
68993.04,-96.86,-0.24
69038.3,-97.06,-0.2
69083.49,-97.27,-0.21
69128.7,-97.49,-0.22
69173.98,-97.68,-0.19
69219.24,-97.86,-0.18
69264.53,-97.99,-0.13
69309.71,-98.15,-0.16
69354.91,-98.27,-0.12
69400.21,-98.38,-0.11
69415.57,-98.42,-0.04
69440.46,-98.48,-0.06
69485.78,-98.54,-0.06
69531.05,-98.68,-0.14
69565.32,-98.3,0.38
69576.21,-98.84,-0.54
69613.25,-97.65,1.19
69621.4,-98.99,-1.34
69631.68,-98.98,0.01
69632.16,-98.98,1.46E-11
69632.18,-98.98,-1.46E-11
69633.56,-99.13,-0.15
69654.23,-99.18,-0.05
69694.47,-99.24,-0.06
69734.72,-99.39,-0.15
69771.9,-99.52,-0.13
69774.96,-99.53,-0.01
69815.2,-99.75,-0.22
69818.92,-99.76,-0.01
69827.46,-99.78,-0.02
69855.47,-99.84,-0.06
69874.89,-100.16,-0.32
69889.36,-100.21,-0.05
69897.07,-100.24,-0.03
69915.13,-100.31,-0.07
69916.54,-100.37,-0.06
69916.56,-100.37,1.46E-11
69961.58,-100.6,-0.23
70006.62,-100.85,-0.25
70051.77,-100.97,-0.12
70051.8,-100.97,0
70053.27,-101.02,-0.05
70057.51,-101.04,-0.02
70093.42,-101.23,-0.19
70133.68,-101.43,-0.2
70173.96,-101.56,-0.13
70214.22,-101.77,-0.21
70254.43,-101.96,-0.19
70294.63,-102.24,-0.28
70303.15,-102.3,-0.06
70323.61,-102.43,-0.13
70334.79,-102.5,-0.07
70336.94,-102.51,-0.01
70363.29,-102.66,-0.15
70375.02,-102.72,-0.06
70396.58,-102.85,-0.13
70415.29,-102.96,-0.11
70418.68,-102.98,-0.02
70455.53,-103.14,-0.16
70466.27,-103.19,-0.05
70490.84,-103.31,-0.12
70507.75,-103.4,-0.09
70531.08,-103.53,-0.13
70535.11,-103.55,-0.02
70571.32,-103.76,-0.21
70611.55,-104,-0.24
70613.48,-104.01,-0.01
70651.78,-104.23,-0.22
70692.03,-104.37,-0.14
70694.73,-104.38,-0.01
70707.95,-104.45,-0.07
70732.25,-104.58,-0.13
70736.26,-104.6,-0.02
70772.5,-104.8,-0.2
70812.87,-104.85,-0.05
70814.47,-104.83,0.02
70842.5,-104.41,0.42
70853.06,-105.1,-0.69
70893.29,-105.24,-0.14
70933.56,-105.45,-0.21
70973.81,-105.6,-0.15
71014.06,-105.86,-0.26
71037.47,-105.96,-0.1
71059.67,-106.14,-0.18
71099.9,-106.37,-0.23
71140.11,-106.54,-0.17
71157.98,-106.69,-0.15
71198.22,-106.89,-0.2
71238.54,-106.98,-0.09
71278.76,-107.25,-0.27
71319.01,-107.45,-0.2
71320.57,-107.42,0.03
71320.59,-107.42,0
71363.78,-107.66,-0.24
71408.82,-107.77,-0.11
71453.82,-107.83,-0.06
71491.82,-108.45,-0.62
71498.97,-107.9,0.55
71504.71,-109.81,-1.91
71544.19,-108.01,1.8
71589.42,-108.18,-0.17
71634.49,-108.44,-0.26
71679.72,-108.65,-0.21
71724.87,-108.81,-0.16
71770.1,-108.9,-0.09
71815.33,-109.07,-0.17
71860.55,-109.24,-0.17
71905.82,-109.38,-0.14
71936.36,-109.54,-0.16
71981.6,-109.66,-0.12
71992.25,-109.7,-0.04
72037.38,-109.84,-0.14
72047.03,-109.87,-0.03
72092.28,-109.98,-0.11
72107.95,-110.03,-0.05
72153.13,-110.15,-0.12
72171.19,-110.18,-0.03
72216.47,-110.27,-0.09
72230.32,-110.34,-0.07
72275.58,-110.42,-0.08
72320.84,-110.53,-0.11
72356.94,-110.25,0.28
72366.17,-110.55,-0.3
72376.01,-110.56,-0.01
72421.23,-110.67,-0.11
72466.39,-110.73,-0.06
72511.55,-110.81,-0.08
72556.76,-110.85,-0.04
72568.22,-110.42,0.43
72601.99,-110.91,-0.49
72647.15,-111,-0.09
72692.35,-111.1,-0.1
72737.57,-111.16,-0.06
72762.97,-108.86,2.3
72783.07,-111.08,-2.22
72828.3,-111.14,-0.06
72841.6,-111.24,-0.1
72859.22,-111.18,0.06
72904.47,-111.24,-0.06
72949.69,-111.35,-0.11
72994.89,-111.46,-0.11
73040.08,-111.55,-0.09
73085.35,-111.64,-0.09
73130.7,-111.67,-0.03
73176.04,-111.7,-0.03
73221.29,-111.77,-0.07
73266.52,-111.81,-0.04
73311.75,-111.9,-0.09
73356.95,-112,-0.1
73402.18,-112.06,-0.06
73447.33,-112.23,-0.17
73466.73,-109.68,2.55
73492.51,-112.44,-2.76
73514.34,-110.27,2.17
73537.71,-112.7,-2.43
73580.66,-112.79,-0.09
73582.92,-112.79,-1.46E-11
73628.18,-112.84,-0.05
73646.41,-110.49,2.35
73660.54,-111.75,-1.26
73673.42,-112.89,-1.14
73718.7,-112.93,-0.04
73749.7,-112.96,-0.03
73763.96,-112.97,-0.01
73809.19,-113.06,-0.09
73832.05,-113.07,-0.01
73854.47,-113.07,0
73883.51,-113.12,-0.05
73928.8,-113.16,-0.04
73974.1,-113.18,-0.02
74011.36,-113.2,-0.02
74011.38,-113.2,0
74012.96,-113.1,0.1
74053.59,-113.02,0.08
74093.86,-113.14,-0.12
74134.17,-113.36,-0.22
74174.45,-113.51,-0.15
74214.79,-113.64,-0.13
74255.11,-113.86,-0.22
74295.47,-113.98,-0.12
74296.96,-114.04,-0.06
74296.98,-114.04,-1.46E-11
74297.49,-114.05,-0.01
74332.54,-114.4,-0.35
74377.63,-114.7,-0.3
74422.84,-114.92,-0.22
74468.1,-115.1,-0.18
74513.41,-115.22,-0.12
74558.57,-115.44,-0.22
74603.8,-115.6,-0.16
74649.04,-115.82,-0.22
74694.29,-116.06,-0.24
74739.58,-116.2,-0.14
74766.1,-116.34,-0.14
74811.45,-116.43,-0.09
74828.69,-116.5,-0.07
74873.96,-116.58,-0.08
74883.14,-116.64,-0.06
74920.61,-116.31,0.33
74928.45,-116.73,-0.42
74959.26,-115.94,0.79
74973.85,-116.78,-0.84
75019.2,-116.82,-0.04
75064.5,-116.9,-0.08
75109.82,-117,-0.1
75155.14,-117.05,-0.05
75183.79,-117.07,-0.02
75191.55,-117.06,0.01
75191.57,-117.06,0
75236.71,-117.32,-0.26
75281.97,-117.39,-0.07
75281.99,-117.39,0
75290.88,-117.41,-0.02
75312.42,-117.03,0.38
75323.97623,-117.5637657,-0.53376569
75324.16536,-117.5646444,-0.000878661
75324.40425,-117.5657542,-0.001109888
75323.52,-117.561646,0.004108221
75324.83,-117.5677323,-0.006086283
75330.28,-119.63,-2.062267699
75334.33,-115.65,3.98
75334.33,-117.6118695,-1.961869469
75336.08,-117.62,-0.008130531
75353.21,-115.63,1.99
75381.31,-117.77,-2.14
75426.59,-117.84,-0.07
75471.89,-117.93,-0.09
75507.97,-117.96,-0.03
75553.18,-118.09,-0.13
75598.43,-118.17,-0.08
75643.66,-118.2,-0.03
75688.88,-118.27,-0.07
75734.05,-118.35,-0.08
75779.28,-118.43,-0.08
75824.55,-118.46,-0.03
75869.73,-118.55,-0.09
75915,-118.56,-0.01
75949.06,-118.61,-0.05
75960.2,-118.63,-0.02
76005.42,-118.71,-0.08
76016.97,-118.76,-0.05
76050.65,-118.8,-0.04
76095.84,-118.93,-0.13
76141.07,-119.01,-0.08
76186.33,-119.05,-0.04
76220.57,-119.16,-0.11
76220.88,-119.16,0
76231.52,-119.15,0.01
76276.08,-119.24,-0.09
76276.7,-119.24,0
76282.88,-119.25,-0.01
76321.86,-119.34,-0.09
76333.74,-119.33,0.01
76348.65,-119.37,-0.04
76393.91,-119.41,-0.04
76439.2,-119.45,-0.04
76484.48,-119.44,0.01
76529.73,-119.52,-0.08
76574.99,-119.57,-0.05
76620.2,-119.65,-0.08
76665.44,-119.73,-0.08
76710.7,-119.79,-0.06
76755.96,-119.84,-0.05
76801.18,-119.93,-0.09
76846.46,-119.96,-0.03
76891.73,-119.99,-0.03
76936.98,-120.08,-0.09
76982.25,-120.11,-0.03
77027.5,-120.19,-0.08
77063.44,-120.21,-0.02
77108.66,-120.22,-0.01
77153.94,-120.25,-0.03
77199.19,-120.31,-0.06
77244.37,-120.42,-0.11
77289.58,-120.52,-0.1
77334.76,-120.67,-0.15
77380.01,-120.75,-0.08
77425.23,-120.82,-0.07
77470.5,-120.9,-0.08
77515.67,-121,-0.1
77558.59,-121.14,-0.14
77603.73,-121.28,-0.14
77648.85,-121.39,-0.11
77694.08,-121.43,-0.04
77739.32,-121.49,-0.06
77784.62,-121.51,-0.02
77829.92,-121.53,-0.02
77875.25,-121.54,-0.01
77920.51,-121.6,-0.06
77965.8,-121.64,-0.04
78011.06,-121.7,-0.06
78056.34,-121.77,-0.07
78101.54,-121.85,-0.08
78146.73,-121.86,-0.01
78191.97,-121.92,-0.06
78237.17,-122.01,-0.09
78282.37,-122.1,-0.09
78313.49,-119.26,2.84
78327.46,-122.3,-3.04
78372.71,-122.35,-0.05
78418.01,-122.37,-0.02
78463.37,-122.32,0.05
78508.62,-122.4,-0.08
78553.86,-122.43,-0.03
78580.88,-122.45,-0.02
78626.15,-122.49,-0.04
78671.36,-122.58,-0.09
78716.61,-122.62,-0.04
78761.83,-122.7,-0.08
78786.59,-123.53,-0.83
78807.24,-122.59,0.94
78852.45,-122.67,-0.08
78897.7,-122.75,-0.08
78908.98,-121.85,0.9
78943.14,-122.69,-0.84
78980.38,-122.15,0.54
78988.42,-122.71,-0.56
78996.73,-122.02,0.69
79033.67,-122.88,-0.86
79078.94,-122.89,-0.01
79124.19,-122.91,-0.02
79169.5,-122.93,-0.02
79214.74,-123,-0.07
79260.01,-123.06,-0.06
79305.26,-123.12,-0.06
79350.51,-123.2,-0.08
79395.78,-123.24,-0.04
79441.04,-123.26,-0.02
79486.26,-123.34,-0.08
79531.53,-123.39,-0.05
79576.81,-123.45,-0.06
79622.08,-123.49,-0.04
79667.35,-123.55,-0.06
79712.63,-123.58,-0.03
79757.89,-123.61,-0.03
79762.94,-123.6,0.01
79808.08,-123.64,-0.04
79852.96,-123.65,-0.01
79898.4,-123.46,0.19
79898.42,-123.46,0
79900.05,-123.53,-0.07
79902.15,-123.54,-0.01
79907.49,-123.55,-0.01
79940.34,-123.66,-0.11
79971.52,-123.82,-0.16
79980.57,-123.86,-0.04
79990.09,-123.89,-0.03
80020.86,-124,-0.11
80020.88,-124,0
80022.2,-123.98,0.02
80030.65,-123.83,0.15
80055.82,-124.36,-0.53
80081.58,-123.16,1.2
80091.19,-124.57,-1.41
80124.14,-124.73,-0.16
80159.78,-124.92,-0.19
80192.81,-125.1,-0.18
80194.39,-125.18,-0.08
80194.41,-125.18,1.46E-11
80238.2,-125.39,-0.21
80283.39,-125.58,-0.19
80323.44,-124.69,0.89
80328.64,-125.66,-0.97
80337.87,-121.29,4.37
80373.83,-125.85,-4.56
80414.82,-125.94,-0.09
80460.07,-126.01,-0.07
80505.29,-126.07,-0.06
80544.92,-126.15,-0.08
80590.11,-126.2,-0.05
80635.34,-126.24,-0.04
80680.56,-126.29,-0.05
80718,-125.63,0.66
80725.76,-126.38,-0.75
80770.95,-126.47,-0.09
80815.92,-126.57,-0.1
80861.08,-126.69,-0.12
80906.27,-126.82,-0.13
80951.42,-126.93,-0.11
80963.08,-126.97,-0.04
80999.61,-127.1,-0.13
81044.82,-127.16,-0.06
81090.05,-127.24,-0.08
81135.29,-127.32,-0.08
81180.54,-127.36,-0.04
81225.79,-127.43,-0.07
81271.04,-127.49,-0.06
81316.3,-127.56,-0.07
81361.52,-127.65,-0.09
81406.79,-127.67,-0.02
81452.01,-127.77,-0.1
81458.79,-127.78,-0.01
81497.29,-127.84,-0.06
81530.69,-127.87,-0.03
81575.96,-127.9,-0.03
81621.19,-127.99,-0.09
81666.44,-128.07,-0.08
81704.41,-128.45,-0.38
81711.58,-128.18,0.27
81756.74,-128.28,-0.1
81787.54,-127.6,0.68
81801.97,-128.34,-0.74
81801.99,-128.34,0
81803.45,-128.34,0
81803.9,-128.34,-1.46E-11
81804.38,-128.32,0.02
81805.42,-128.3,0.02
81806.41,-128.32,-0.02
81806.85,-128.31,0.01
81807.33,-128.32,-0.01
81808.81,-128.37,-0.05
81808.83,-128.37,0
81810.76,-128.37,-1.46E-11
81812.68,-128.37,0
81853.67,-128.41,-0.04
81853.69,-128.41,0
81859.93,-128.57,-0.16
81859.95,-128.57,0
81870.79,-128.52,0.05
81874.32,-128.53,-0.01
81889.31,-128.59,-0.06
81902.54,-128.64,-0.05
81933.19,-128.68,-0.04
81933.95,-128.71,-0.03
81977.9,-128.97,-0.26
81979.12,-128.8,0.17
82004.79,-128.85,-0.05
82049.99,-128.97,-0.12
82058.24,-128.93,0.04
82103.22,-129.13,-0.2
82148.37,-129.29,-0.16
82165.68,-129.33,-0.04
82175.94,-129.36,-0.03
82210.84,-129.45,-0.09
82256.07,-129.52,-0.07
82268.85,-129.54,-0.02
82300.34,-129.2,0.34
82314.05,-129.71,-0.51
82338.79,-127.65,2.06
82359.14,-129.93,-2.28
82404.33,-130.06,-0.13
82422.86,-130.1,-0.04
82468.1,-130.16,-0.06
82505.94,-130.25,-0.09
82516.16,-128.45,1.8
82543.69,-130.06,-1.61
82551.04,-130.47,-0.41
82596.26,-130.56,-0.09
82641.5,-130.6,-0.04
82686.77,-130.61,-0.01
82732,-130.66,-0.05
82777.2,-130.72,-0.06
82822.38,-130.79,-0.07
82867.58,-130.91,-0.12
82893.07,-129.6,1.31
82904.92,-129.78,-0.18
82911.89,-131.03,-1.25
82957.09,-131.14,-0.11
83002.33,-131.22,-0.08
83047.61,-131.26,-0.04
83092.79,-131.36,-0.1
83137.79,-131.46,-0.1
83183,-131.55,-0.09
83228.23,-131.61,-0.06
83273.46,-131.7,-0.09
83318.72,-131.72,-0.02
83364.01,-131.77,-0.05
83409.35,-131.77,1.46E-11
83454.57,-131.86,-0.09
83499.8,-131.95,-0.09
83545.05,-132.03,-0.08
83590.31,-132.09,-0.06
83635.65,-132.04,0.05
83680.89,-132.11,-0.07
83726.09,-132.2,-0.09
83771.29,-132.31,-0.11
83808.55,-132.4,-0.09
83816.49,-132.42,-0.02
83824.42,-130.18,2.24
83861.81,-132.37,-2.19
83907.07,-132.41,-0.04
83952.33,-132.46,-0.05
83997.55,-132.56,-0.1
84042.88,-132.56,0
84075.52,-131.03,1.53
84088.21,-132.56,-1.53
84133.48,-132.58,-0.02
84178.65,-132.76,-0.18
84213.17,-132.78,-0.02
84241.01,-132.82,-0.04
84258.42,-132.85,-0.03
84303.67,-132.93,-0.08
84348.93,-132.96,-0.03
84394.16,-133.05,-0.09
84439.43,-133.11,-0.06
84484.11,-133.2,-0.09
84529.39,-133.25,-0.05
84574.63,-133.28,-0.03
84619.93,-133.3,-0.02
84665.14,-133.41,-0.11
84710.48,-133.4,0.01
84755.72,-133.48,-0.08
84800.94,-133.58,-0.1
84846.19,-133.63,-0.05
84891.43,-133.72,-0.09
84936.67,-133.8,-0.08
84969.98,-133.83,-0.03
85015.33,-133.78,0.05
85060.58,-133.87,-0.09
85096.5,-132.96,0.91
85105.85,-133.9,-0.94
85125.71,-133.93,-0.03
85132.92,-133.92,0.01
85153.23,-133.95,-0.03
85170.64,-133.99,-0.04
85215.91,-134.03,-0.04
85261.15,-134.11,-0.08
85306.38,-134.19,-0.08
85351.65,-134.23,-0.04
85382.75,-133.94,0.29
85396.84,-134.36,-0.42
85421.37,-133.16,1.2
85442.18,-134.35,-1.19
85454.04,-132.82,1.53
85487.59,-134.26,-1.44
85532.96,-134.19,0.07
85578.2,-134.27,-0.08
85623.44,-134.35,-0.08
85668.72,-134.37,-0.02
85710.7,-134.44,-0.07
85755.95,-134.45,-0.01
85801.18,-134.53,-0.08
85846.43,-134.63,-0.1
85891.66,-134.71,-0.08
85936.87,-134.79,-0.08
85982.14,-134.82,-0.03
86027.45,-134.8,0.02
86072.68,-134.84,-0.04
86117.92,-134.88,-0.04
86163.27,-134.83,0.05
86208.58,-134.85,-0.02
86246.37,-133.62,1.23
86253.8,-134.9,-1.28
86262.92,-133.37,1.53
86298.94,-135.09,-1.72
86314.82,-134.86,0.23
86344.22,-135.3,-0.44
86389.5,-135.33,-0.03
86415.34,-135.37,-0.04
86444.69,-135.38,-0.01
86471.09,-135.73,-0.35
86483.7,-135.3,0.43
86528.24,-135.35,-0.05
86568.71,-135.98,-0.63
86572.94,-135.29,0.69
86572.97,-135.29,0
86575,-135.27,0.02
86598.95,-135.38,-0.11
86639.27,-135.53,-0.15
86679.6,-135.66,-0.13
86694.6,-135.74,-0.08
86719.88,-135.87,-0.13
86735.02,-135.92,-0.05
86760.19,-136.01,-0.09
86800.53,-136.08,-0.07
86840.91,-136.14,-0.06
86842.89,-136.17,-0.03
86842.92,-136.17,0
86845.63,-136.17,0
86866.23,-136.17,0
86870.39,-136.18,-0.01
86915.59,-136.28,-0.1
86960.76,-136.43,-0.15
86988.08,-136.46,-0.03
87033.25,-136.63,-0.17
87078.49,-136.7,-0.07
87123.72,-136.81,-0.11
87167.52,-136.88,-0.07
87212.74,-136.97,-0.09
87257.92,-137.09,-0.12
87302.46,-137.12,-0.03
87347.72,-137.18,-0.06
87392.96,-137.27,-0.09
87438.2,-137.37,-0.1
87453.5,-137.39,-0.02
87483.43,-137.43,-0.04
87528.69,-137.52,-0.09
87573.9,-137.58,-0.06
87618.5,-137.66,-0.08
87663.74,-137.69,-0.03
87708.96,-137.76,-0.07
87754.18,-137.86,-0.1
87799.41,-137.92,-0.06
87844.59,-138.06,-0.14
87889.82,-138.14,-0.08
87935.02,-138.23,-0.09
87980.29,-138.28,-0.05
88025.53,-138.38,-0.1
88070.77,-138.43,-0.05
88116.09,-138.45,-0.02
88161.36,-138.51,-0.06
88206.45,-138.54,-0.03
88251.79,-138.53,0.01
88297.1,-138.55,-0.02
88309.29,-138.57,-0.02
88332.1,-138.6,-0.03
88377.35,-138.69,-0.09
88409.05,-138.73,-0.04
88454.36,-138.74,-0.01
88489.98,-138.77,-0.03
88535.23,-138.86,-0.09
88580.53,-138.87,-0.01
88625.85,-138.85,0.02
88654.63,-138.9,-0.05
88699.93,-138.92,-0.02
88699.95,-138.92,1.46E-11
88701.97,-138.9,0.02
88742.39,-138.95,-0.05
88782.71,-139.06,-0.11
88822.99,-139.23,-0.17
88863.29,-139.37,-0.14
88903.57,-139.55,-0.18
88939.94,-139.64,-0.09
88968.37,-139.71,-0.07
88980.28,-139.74,-0.03
88982.21,-139.82,-0.08
88982.23,-139.82,-1.46E-11
88986.09,-139.72,0.1
89000.24,-139.36,0.36
89007.16,-139.71,-0.35
89016.19,-137.2,2.51
89036.07,-138.69,-1.49
89052.49,-139.92,-1.23
89066.08,-137.93,1.99
89097.77,-140.01,-2.08
89143.01,-140.12,-0.11
89188.19,-140.25,-0.13
89233.4,-140.38,-0.13
89278.77,-140.36,0.02
89323.96,-140.45,-0.09
89363.19,-139.77,0.68
89369.17,-140.56,-0.79
89411.93,-140.63,-0.07
89414.41,-140.63,1.46E-11
89459.69,-140.68,-0.05
89504.96,-140.73,-0.05
89550.21,-140.76,-0.03
89595.49,-140.82,-0.06
89640.75,-140.87,-0.05
89685.91,-140.99,-0.12
89731.19,-141,-0.01
89776.45,-141.04,-0.04
89821.63,-141.15,-0.11
89866.86,-141.21,-0.06
89911.94,-141.3,-0.09
89957.23,-141.35,-0.05
90002.49,-141.36,-0.01
90047.78,-141.42,-0.06
90093.05,-141.47,-0.05
90128.77,-140.46,1.01
90137,-141.6,-1.14
90145.84,-140.45,1.15
90171.5,-141.76,-1.31
90216.69,-141.89,-0.13
90255.71,-141.88,0.01
90300.98,-141.92,-0.04
90327.34,-141.97,-0.05
90372.64,-141.99,-0.02
90417.96,-141.99,1.46E-11
90463.24,-142.02,-0.03
90508.5,-142.08,-0.06
90553.8,-142.09,-0.01
90585.29,-142.09,-1.46E-11
90630.61,-142.1,-0.01
90675.93,-142.12,-0.02
90713.29,-141.28,0.84
90721.21,-142.18,-0.9
90759.94,-140.88,1.3
90766.46,-142.3,-1.42
90811.7,-142.43,-0.13
90856.98,-142.46,-0.03
90902.27,-142.52,-0.06
90926.26,-142.33,0.19
90926.28,-142.33,0
90928.32,-142.27,0.06
90929.12,-142.27,-1.46E-11
90968.65,-142.31,-0.04
91008.84,-142.55,-0.24
91013.33,-142.54,0.01
91049.23,-142.49,0.05
91051.57,-142.51,-0.02
91089.31,-142.82,-0.31
91090.75,-142.82,0
91129.63,-142.79,0.03
91169.95,-142.91,-0.12
91171.75,-142.91,0
91171.97,-142.91,0
91171.99,-142.91,1.46E-11
91206.73,-143.19,-0.28
91251.89,-143.33,-0.14
91297.01,-143.5,-0.17
91342.18,-143.62,-0.12
91387.34,-143.73,-0.11
91405.93,-143.75,-0.02
91424.37,-141.03,2.72
91451.21,-143.8,-2.77
91470.08,-143.82,-0.02
91515.24,-143.94,-0.12
91560.35,-144.08,-0.14
91605.56,-144.12,-0.04
91650.7,-144.27,-0.15
91695.9,-144.36,-0.09
91705.83,-144.33,0.03
91751.05,-144.4,-0.07
91765.97,-144.42,-0.02
91811.18,-144.51,-0.09
91823.99,-144.53,-0.02
91869.17,-144.62,-0.09
91914.5,-144.65,-0.03
91959.66,-144.78,-0.13
92004.93,-144.83,-0.05
92050.08,-144.99,-0.16
92095.32,-145.1,-0.11
92140.5,-145.21,-0.11
92185.66,-145.31,-0.1
92230.86,-145.44,-0.13
92276.08,-145.53,-0.09
92321.23,-145.65,-0.12
92362.12,-145.75,-0.1
92403.49,-145.88,-0.13
92448.48,-146.06,-0.18
92468.46,-146.9,-0.84
92486.13,-146.42,0.48
92493.52,-146.22,0.2
92534.86,-146.35,-0.13
92538.72,-146.33,0.02
92583.94,-146.38,-0.05
92596.84,-143.31,3.07
92629.28,-146.32,-3.01
92651.56,-146.39,-0.07
92696.77,-146.48,-0.09
92742.07,-146.51,-0.03
92753.54,-146.53,-0.02
92787.3,-146.57,-0.04
92832.46,-146.65,-0.08
92877.67,-146.71,-0.06
92896.18,-146.74,-0.03
92922.9,-146.79,-0.05
92931.62,-144.9,1.89
92968.13,-146.9,-2
92982.37,-145.29,1.61
93013.32,-147.19,-1.9
93058.57,-147.29,-0.1
93069.03,-147.31,-0.02
93103.84,-147.39,-0.08
93149.1,-147.46,-0.07
93194.38,-147.55,-0.09
93239.65,-147.67,-0.12
93284.9,-147.76,-0.09
93320.35,-147.86,-0.1
93362.49,-147.99,-0.13
93407.74,-148.06,-0.07
93452.99,-148.17,-0.11
93498.23,-148.24,-0.07
93543.51,-148.28,-0.04
93588.72,-148.39,-0.11
93607.62077,-148.4192258,-0.029225849
93608.66,-148.4208328,-0.001606932
93633.99,-148.46,-0.039167219
93643.59,-148.49,-0.03
93660.38,-148.55,-0.06
93690.62,-148.62,-0.07
93714.19,-148.69,-0.07
93735.8,-148.75,-0.06
93781.09,-148.81,-0.06
93810.18,-148.89,-0.08
93855.47,-148.95,-0.06
93900.74,-149.01,-0.06
93916.19,-149.05,-0.04
93945.96,-149.12,-0.07
93991.23,-149.2,-0.08
94036.49,-149.24,-0.04
94081.78,-149.27,-0.03
94127.03,-149.36,-0.09
94172.3,-149.44,-0.08
94217.55,-149.49,-0.05
94262.83,-149.56,-0.07
94308.11,-149.64,-0.08
94353.43,-149.66,-0.02
94398.7,-149.69,-0.03
94443.89,-149.79,-0.1
94489.03,-149.84,-0.05
94493.56,-149.85,-0.01
94503.19,-149.89,-0.04
94534.41,-149.9,-0.01
94579.66,-149.96,-0.06
94624.91,-150.08,-0.12
94670.2,-150.13,-0.05
94715.44,-150.22,-0.09
94760.69,-150.23,-0.01
94805.95,-150.3,-0.07
94851.18,-150.31,-0.01
94860.84,-150.38,-0.07
94863.27,-150.37,0.01
94876.25,-150.42,-0.05
94876.66,-150.44,-0.02
94876.68,-150.44,0
94879.98,-150.45,-0.01
94884.32,-150.45,0
94928.6,-150.5,-0.05
94973.99,-150.56,-0.06
95019.42,-150.61,-0.05
95064.79,-150.76,-0.15
95109.51,-150.86,-0.1
95154.88,-150.95,-0.09
95159.19,-150.95,0
95163.94,-150.95,0
95195.53,-151.17,-0.22
95240.82,-151.38,-0.21
95263.83,-151.4,-0.02
95263.85,-151.4,0
95264.29,-151.4,-1.46E-11
95268.7,-151.42,-0.02
95283,-149.32,2.1
95307.76,-151.45,-2.13
95310.38,-151.42,0.03
95313.97,-151.44,-0.02
95359.1,-151.62,-0.18
95404.13,-151.73,-0.11
95449.34,-151.84,-0.11
95494.54,-151.94,-0.1
95539.73,-152,-0.06
95567.56,-152.07,-0.07
95612.79,-152.16,-0.09
95657.99,-152.27,-0.11
95703.15,-152.36,-0.09
95737.32,-152.41,-0.05
95782.49,-152.5,-0.09
95827.71,-152.62,-0.12
95856.97,-152.68,-0.06
95902.06,-152.79,-0.11
95947.26,-152.87,-0.08
95979.22,-152.91,-0.04
96024.43,-152.98,-0.07
96062.22,-151.48,1.5
96069.7,-153.01,-1.53
96079.23,-150.53,2.48
96105.99,-153.03,-2.5
