RC3-before,,
wcAi,Distortion,1st Ord Diff
131871.23,-128.48,0.05
131916.43,-128.53,-0.05
131961.71,-128.51,0.02
132007,-128.46,0.05
132052.36,-128.38,0.08
132097.57,-128.37,0.01
132142.84,-128.33,0.04
132188.1,-128.27,0.06
132233.43,-128.21,0.06
132278.75,-128.1,0.11
132324.08,-128.03,0.07
132369.41,-127.98,0.05
132414.77,-127.9,0.08
132460.1,-127.82,0.08
132505.38,-127.71,0.11
132550.76,-127.63,0.08
132596.08,-127.54,0.09
132641.31,-127.57,-0.03
132686.64,-127.48,0.09
132732.03,-127.36,0.12
132777.38,-127.27,0.09
132822.76,-127.19,0.08
132868.1,-127.13,0.06
132913.37,-127.14,-0.01
132958.61,-127.13,0.01
133003.85,-127.15,-0.02
133049.06,-127.18,-0.03
133094.41,-127.1,0.08
133139.67,-127.09,0.01
133184.94,-127.09,0
133230.24,-127.12,-0.03
133255.66,-125.28,1.84
133275.68,-126.96,-1.68
133320.99,-126.89,0.07
133366.37,-126.81,0.08
133411.77,-126.71,0.1
133457.18,-126.61,0.1
133502.59,-126.53,0.08
133548.01,-126.38,0.15
133593.39,-126.28,0.1
133638.77,-126.2,0.08
133684.15,-126.12,0.08
133729.54,-126.04,0.08
133774.95,-125.96,0.08
133820.33,-125.89,0.07
133865.71,-125.78,0.11
133911.07,-125.74,0.04
133956.42,-125.65,0.09
134001.73,-125.62,0.03
134047.04,-125.61,0.01
134092.32,-125.61,0
134137.58,-125.61,-2.91E-11
134182.89,-125.62,-0.01
134228.19,-125.6,0.02
134273.41,-125.66,-0.06
134318.74,-125.6,0.06
134364.13,-125.48,0.12
134409.49,-125.34,0.14
134454.84,-125.27,0.07
134500.18,-125.2,0.07
134545.54,-125.08,0.12
134590.97,-124.96,0.12
134636.38,-124.83,0.13
134681.78,-124.74,0.09
134727.17,-124.66,0.08
134772.52,-124.56,0.1
134817.88,-124.49,0.07
134863.28,-124.38,0.11
134908.73,-124.21,0.17
134954.1,-124.14,0.07
134997.98,-124.05,0.09
134999.47,-124.05,0
134999.97,-124.05,0
135044.84,-124,0.05
135090.07,-124.03,-0.03
135117.81,-124.9,-0.87
135135.31,-124.11,0.79
135180.72,-123.98,0.13
135226.09,-123.91,0.07
135271.37,-123.93,-0.02
135280.35,-122.57,1.36
135316.68,-123.93,-1.36
135361.97,-123.96,-0.03
135407.27,-123.94,0.02
135437.41,-120.74,3.2
135452.52,-123.99,-3.25
135497.83,-124,-0.01
135533.14,-123.92,0.08
135578.59,-123.75,0.17
135623.98,-123.67,0.08
135669.41,-123.53,0.14
135714.81,-123.39,0.14
135760.19,-123.31,0.08
135805.57,-123.22,0.09
135850.98,-123.14,0.08
135885.11,-123.39,-0.25
135890.53,-123.17,0.22
135896.5,-122.92,0.25
135908.84,-122.58,0.34
135942.09,-122.63,-0.05
135987.5,-122.54,0.09
136010.59,-122.47,0.07
136055.41,-122.38,0.09
136079.94,-123.41,-1.03
136100.2,-122.33,1.08
136136.58,-122.28,0.05
136145.55,-122.27,0.01
136152.03,-122.26,0.01
136190.95,-122.2,0.06
136209.42,-121.21,0.99
136236.18,-122.3,-1.09
136274.95,-121.58,0.72
136281.46,-122.31,-0.73
136288.29,-122.65,-0.34
136326.87,-122.24,0.41
136349.24,-126.45,-4.21
136372.29,-122.14,4.31
136417.56,-122.15,-0.01
136449.91,-122.14,0.01
136495.2,-122.13,0.01
136540.64,-121.94,0.19
136585.91,-121.87,0.07
136631.16,-121.85,0.02
136676.58,-121.73,0.12
136704.91,-120.64,1.09
136722.04,-121.55,-0.91
136767.5,-121.39,0.16
136812,-121.3,0.09
136857.38,-121.23,0.07
136902.73,-121.15,0.08
136945.91,-121.1,0.05
136991.26,-121.06,0.04
137036.61,-121.03,0.03
137081.97,-120.99,0.04
137115.25,-122.65,-1.66
137127.36,-120.92,1.73
137157.93,-110.54,10.38
137172.89,-120.67,-10.13
137218.29,-120.6,0.07
137263.68,-120.51,0.09
137309.05,-120.44,0.07
137354.47,-120.35,0.09
137399.85,-120.29,0.06
137445.24,-120.19,0.1
137490.6,-120.1,0.09
137536.06,-119.93,0.17
137581.48,-119.81,0.12
137626.88,-119.73,0.08
137672.26,-119.63,0.1
137706.19,-119.61,0.02
137714.66,-119.59,0.02
137717.58,-119.61,-0.02
137762.88,-119.48,0.13
137808.22,-119.41,0.07
137853.58,-119.33,0.08
137898.89,-119.29,0.04
137944.21,-119.29,-2.91E-11
137989.55,-119.21,0.08
138034.8,-119.25,-0.04
138080.11,-119.22,0.03
138125.54,-119.05,0.17
138171.01,-118.86,0.19
138216.45,-118.73,0.13
138261.88,-118.61,0.12
138306.59,-118.51,0.1
138351.89,-118.5,0.01
138388.45,-118.47,0.03
138398.02,-118.46,0.01
138443.32,-118.35,0.11
138488.75,-118.2,0.15
138534.07,-118.14,0.06
138579.42,-118.1,0.04
138624.83,-117.94,0.16
138670.21,-117.85,0.09
138704.77,-117.79,0.06
138750.14,-117.69,0.1
138782.19,-117.63,0.06
138813.78,-117.51,0.12
138859.21,-117.36,0.15
138890.01,-117.37,-0.01
138891.6,-117.37,0
138904.51,-117.37,0
138949.78,-117.38,-0.01
138995.08,-117.39,-0.01
139040.36,-117.42,-0.03
139085.6,-117.43,-0.01
139130.88,-117.4,0.03
139176.27,-117.32,0.08
139221.57,-117.29,0.03
139266.96,-117.15,0.14
139312.35,-117.08,0.07
139357.76,-116.91,0.17
139403.08,-116.83,0.08
139448.48,-116.73,0.1
139459.89,-116.72,0.01
139493.84,-116.71,0.01
139539.24,-116.54,0.17
139584.58,-116.49,0.05
139629.97,-116.37,0.12
139675.35,-116.25,0.12
139720.75,-116.14,0.11
139766.14,-116.07,0.07
139811.52,-115.98,0.09
139856.9,-115.86,0.12
139902.29,-115.77,0.09
139938.28,-115.69,0.08
139983.61,-115.62,0.07
140029,-115.53,0.09
140066.91,-115.56,-0.03
140112.27,-115.47,0.09
140157.65,-115.3,0.17
140203.01,-115.24,0.06
140248.42,-115.12,0.12
140293.82,-115,0.12
140339.22,-114.87,0.13
140384.55,-114.82,0.05
140429.85,-114.75,0.07
140475.31,-114.59,0.16
140520.73,-114.48,0.11
140566.18,-114.34,0.14
140611.61,-114.18,0.16
140657.05,-114.03,0.15
140702.32,-113.99,0.04
140747.61,-113.96,0.03
140792.9,-113.94,0.02
140838.14,-113.93,0.01
140883.39,-113.92,0.01
140928.65,-113.91,0.01
140973.91,-113.85,0.06
141019.28,-113.74,0.11
141064.64,-113.59,0.15
141110,-113.46,0.13
141117.38,-113.43,0.03
141126.63,-113.37,0.06
141155.49,-113.29,0.08
141200.89,-113.18,0.11
141246.29,-113.08,0.1
141279.51,-113,0.08
141324.88,-112.89,0.11
141370.3,-112.76,0.13
141415.66,-112.71,0.05
141461.1,-112.54,0.17
141506.36,-112.57,-0.03
141551.63,-112.58,-0.01
141587.03,-112.54,0.04
141632.31,-112.56,-0.02
141645.91,-112.24,0.32
141677.6,-112.52,-0.28
141723.09,-112.42,0.1
141768.53,-112.26,0.16
141813.9,-112.16,0.1
141858.33,-112.02,0.14
141903.73,-111.86,0.16
141949.11,-111.76,0.1
141991.15,-111.7,0.06
142036.49,-111.64,0.06
142081.87,-111.52,0.12
142127.3,-111.32,0.2
142172.62,-111.25,0.07
142214.42,-111.25,0
142259.72,-111.24,0.01
142305.01,-111.2,0.04
142350.41,-111.04,0.16
142395.77,-110.89,0.15
142441.08,-110.84,0.05
142486.45,-110.7,0.14
142531.85,-110.57,0.13
142577.25,-110.4,0.17
142622.63,-110.26,0.14
142667.92,-110.25,0.01
142698.65,-110.19,0.06
142713.23,-110.16,0.03
142758.55,-110.11,0.05
142803.88,-110.02,0.09
142849.32,-109.84,0.18
142894.75,-109.71,0.13
142928.79,-109.62,0.09
142974.19,-109.5,0.12
143019.6,-109.37,0.13
143065,-109.24,0.13
143110.42,-109.09,0.15
143155.81,-108.95,0.14
143168.42,-108.93,0.02
143177.27,-107.9,1.03
143185.04,-108.97,-1.07
143197.49,-106.81,2.16
143208.15,-107.97,-1.16
143222.27,-109.13,-1.16
143267.51,-109.09,0.04
143312.66,-109.07,0.02
143357.89,-109.04,0.03
143382.16,-108.98,0.06
143401.83,-108.84,0.14
143447.19,-108.7,0.14
143482.23,-108.49,0.21
143492.5,-108.66,-0.17
143537.71,-108.74,-0.08
143576.75,-107.81,0.93
143582.99,-108.7,-0.89
143594.94,-106.08,2.62
143628.26,-108.72,-2.64
143673.56,-108.66,0.06
143718.88,-108.62,0.04
143764.27,-108.5,0.12
143809.64,-108.37,0.13
143829.25,-105.94,2.43
143855.01,-108.21,-2.27
143900.35,-108.11,0.1
143945.69,-108,0.11
143956.8,-107.97,0.03
143991.04,-107.87,0.1
144015.98,-107.86,0.01
144016.11,-107.86,-2.91E-11
144016.13,-107.86,2.91E-11
144017.57,-107.96,-0.1
144018.06,-108.03,-0.07
144018.64,-108.11,-0.08
144019.12,-108.31,-0.2
144019.59,-108.5,-0.19
144020.59,-108.47,0.03
144021.09,-108.36,0.11
144021.09,-108.36,0
144021.59,-108.32,0.04
144023.1,-108.13,0.19
144023.12,-108.12,0.01
144035.52,-101.09,7.03
144054.09,-105.02,-3.93
144068.3,-108.02,-3
144107.86,-107.95,0.07
144113.53,-107.94,0.01
144121.12,-108.07,-0.13
144152.99,-107.97,0.1
144192.26,-107.96,0.01
144198.22,-107.96,0
144243.47,-107.9,0.06
144288.74,-107.84,0.06
144334,-107.86,-0.02
144357.43,-107.86,-2.91E-11
144379.24,-107.86,0
144424.54,-107.82,0.04
144428.79,-107.9,-0.08
144469.83,-107.79,0.11
144515.13,-107.69,0.1
144560.03,-107.64,0.05
144605.33,-107.55,0.09
144650.57,-107.51,0.04
144685.09,-107.47,0.04
144707.65,-107.45,0.02
144752.93,-107.38,0.07
144798.21,-107.32,0.06
144843.52,-107.23,0.09
144888.72,-107.21,0.02
144934,-107.14,0.07
144979.28,-107.09,0.05
145024.56,-107.04,0.05
145069.88,-106.97,0.07
145115.18,-106.89,0.08
145160.45,-106.86,0.03
145205.76,-106.78,0.08
145251.06,-106.73,0.05
145296.36,-106.63,0.1
145341.64,-106.6,0.03
145386.97,-106.52,0.08
145432.32,-106.47,0.05
145471.71,-105.23,1.24
145477.67,-106.37,-1.14
145492.62,-104.33,2.04
145523.03,-106.28,-1.95
145568.37,-106.14,0.14
145613.68,-106.07,0.07
145658.98,-106,0.07
145704.22,-106.06,-0.06
145723.9,-106,0.06
145749.62,-105.92,0.08
145794.99,-105.79,0.13
145840.34,-105.72,0.07
145885.7,-105.59,0.13
145931.04,-105.53,0.06
145976.4,-105.43,0.1
146021.75,-105.29,0.14
146067.16,-105.2,0.09
146112.5,-105.11,0.09
146123.77,-103.95,1.16
146157.76,-105.15,-1.2
146203.13,-105.06,0.09
146248.53,-104.93,0.13
146294,-104.72,0.21
146339.39,-104.6,0.12
146384.81,-104.48,0.12
146430.14,-104.43,0.05
146475.51,-104.33,0.1
146520.92,-104.22,0.11
146566.29,-104.13,0.09
146605.33,-102.39,1.74
146611.66,-104.01,-1.62
146626.78,-101.68,2.33
146657.12,-103.83,-2.15
146702.5,-103.68,0.15
146747.85,-103.58,0.1
146793.26,-103.45,0.13
146838.6,-103.35,0.1
146883.97,-103.28,0.07
146929.31,-103.21,0.07
146974.71,-103.04,0.17
147020.14,-102.88,0.16
147050.37,-102.78,0.1
147095.72,-102.66,0.12
147124.77,-101.51,1.15
147141.02,-102.62,-1.11
147186.3,-102.58,0.04
147231.62,-102.48,0.1
147276.95,-102.4,0.08
147322.29,-102.33,0.07
147367.58,-102.23,0.1
147412.91,-102.14,0.09
147458.24,-102.07,0.07
147503.49,-102.09,-0.02
147548.79,-102.01,0.08
147594.12,-101.92,0.09
147639.48,-101.77,0.15
147684.82,-101.65,0.12
147730.14,-101.53,0.12
147775.51,-101.4,0.13
147820.9,-101.26,0.14
147866.31,-101.11,0.15
147911.65,-101.04,0.07
147956.52,-100.95,0.09
148001.94,-100.8,0.15
148028.39,-98.99,1.81
148046.05,-100.54,-1.55
148052.09,-100.52,0.02
148079.61,-100.91,-0.39
148097.43,-100.43,0.48
148141.7,-100.48,-0.05
148142.77,-100.34,0.14
148156.65,-99.29,1.05
148164.63,-100.29,-1
148178.95,-98.86,1.43
148209.87,-100.39,-1.53
148255.08,-100.39,0
148300.29,-100.44,-0.05
148345.58,-100.37,0.07
148390.8,-100.37,0
148436.02,-100.36,0.01
148481.23,-100.37,-0.01
148526.52,-100.28,0.09
148571.91,-100.16,0.12
148617.22,-100.07,0.09
148659.53,-99.9,0.17
148704.89,-99.8,0.1
148750.23,-99.69,0.11
148795.61,-99.6,0.09
148840.95,-99.46,0.14
148886.27,-99.39,0.07
148931.6,-99.3,0.09
148976.95,-99.22,0.08
149022.37,-99.02,0.2
149067.74,-98.89,0.13
149113.13,-98.78,0.11
149158.54,-98.62,0.16
149203.93,-98.5,0.12
149249.34,-98.36,0.14
149294.72,-98.24,0.12
149319.74,-97.49,0.75
149340.33,-97.94,-0.45
149385.81,-97.75,0.19
149431.21,-97.63,0.12
149476.53,-97.6,0.03
149521.83,-97.57,0.03
149567.07,-97.58,-0.01
149612.39,-97.51,0.07
149645.48,-97.32,0.19
149690.83,-97.24,0.08
149729.66,-97.56,-0.32
149731.64,-97.58,-0.02
149736.23,-97.1,0.48
149781.63,-96.96,0.14
149813.49,-96.95,0.01
149816.94,-96.93,0.02
149827,-96.86,0.07
149855.87,-95.54,1.32
149872.18,-96.93,-1.39
149917.56,-96.84,0.09
149962.99,-96.7,0.14
150008.36,-96.54,0.16
150053.7,-96.43,0.11
150099.06,-96.34,0.09
150144.4,-96.25,0.09
150189.75,-96.17,0.08
150235.25,-95.95,0.22
150280.58,-95.9,0.05
150325.84,-95.94,-0.04
150371.12,-95.94,0
150416.37,-95.97,-0.03
150461.68,-95.93,0.04
150507.11,-95.78,0.15
150552.52,-95.67,0.11
150597.89,-95.58,0.09
150643.39,-95.39,0.19
150688.78,-95.32,0.07
150704.94,-99.3,-3.98
150713.02,-98.16,1.14
150734.15,-95.18,2.98
150779.54,-95.08,0.1
150824.95,-94.96,0.12
150870.37,-94.85,0.11
150915.79,-94.7,0.15
150961.21,-94.59,0.11
150990.64,-94.53,0.06
151006.59,-94.49,0.04
151051.98,-94.38,0.11
151097.39,-94.25,0.13
151142.8,-94.12,0.13
151188.05,-94.14,-0.02
151209.98,-94.15,-0.01
151233.32,-94.17,-0.02
151278.63,-94.18,-0.01
151313.54,-94.15,0.03
151358.89,-94.09,0.06
151404.26,-93.98,0.11
151449.56,-93.98,-2.91E-11
151494.97,-93.81,0.17
151525.89,-93.73,0.08
151534,-93.71,0.02
151575.46,-93.66,0.05
151620.9,-93.46,0.2
151666.22,-93.4,0.06
151711.57,-93.31,0.09
151756.89,-93.25,0.06
151802.28,-93.17,0.08
151847.63,-93.06,0.11
151858.42,-97.78,-4.72
151893.07,-92.9,4.88
151938.51,-92.73,0.17
151983.84,-92.66,0.07
152029.19,-92.53,0.13
152074.59,-92.45,0.08
152119.95,-92.35,0.1
152165.34,-92.25,0.1
152210.71,-92.15,0.1
152256.1,-92.02,0.13
152301.5,-91.88,0.14
152346.87,-91.78,0.1
152392.31,-91.61,0.17
152428.11,-91.52,0.09
152436.1,-91.01,0.51
152473.56,-91.33,-0.32
152518.96,-91.19,0.14
152564.33,-91.05,0.14
152609.79,-90.81,0.24
152655.07,-90.81,0
152700.42,-90.76,0.05
152745.69,-90.76,-2.91E-11
152791.09,-90.6,0.16
152836.51,-90.48,0.12
152881.93,-90.33,0.15
152927.36,-90.19,0.14
152972.75,-90.11,0.08
153018.17,-89.96,0.15
153063.6,-89.82,0.14
153109.02,-89.71,0.11
153154.33,-89.62,0.09
153195.54,-89.54,0.08
153240.94,-89.43,0.11
153286.37,-89.31,0.12
153331.75,-89.22,0.09
153377.14,-89.13,0.09
153422.5,-89.07,0.06
153467.92,-88.96,0.11
153513.36,-88.81,0.15
153558.79,-88.7,0.11
153604.06,-88.76,-0.06
153649.36,-88.74,0.02
153694.67,-88.74,2.91E-11
153739.99,-88.71,0.03
153785.47,-88.56,0.15
153830.86,-88.47,0.09
153868.86,-88.37,0.1
153876.28,-88.35,0.02
153887.54,-87.54,0.81
153913.96,-87.25,0.29
153921.77,-88.12,-0.87
153932.87,-87.92,0.2
153967.25,-87.9,0.02
154012.63,-87.82,0.08
154058.08,-87.63,0.19
154103.53,-87.47,0.16
154148.98,-87.32,0.15
154194.42,-87.17,0.15
154239.84,-87.05,0.12
154285.25,-86.91,0.14
154330.61,-86.85,0.06
154376.1,-86.65,0.2
154421.46,-86.6,0.05
154466.78,-86.59,0.01
154512.04,-86.63,-0.04
154557.44,-86.52,0.11
154602.92,-86.34,0.18
154648.39,-86.2,0.14
154693.8,-86.07,0.13
154739.24,-85.95,0.12
154784.7,-85.8,0.15
154791.19,-85.79,0.01
154831.71,-85.65,0.14
154877.16,-85.5,0.15
154922.6,-85.36,0.14
154968.02,-85.26,0.1
155013.42,-85.15,0.11
155058.81,-85.04,0.11
155104.22,-84.9,0.14
155149.6,-84.81,0.09
155195.01,-84.7,0.11
155240.51,-84.51,0.19
155285.95,-84.39,0.12
155331.33,-84.33,0.06
155376.62,-84.34,-0.01
155421.92,-84.35,-0.01
155467.25,-84.34,0.01
155512.7,-84.2,0.14
155558.16,-84.04,0.16
155603.56,-83.93,0.11
155648.97,-83.81,0.12
155694.39,-83.66,0.15
155739.79,-83.56,0.1
155785.2,-83.41,0.15
155830.66,-83.25,0.16
155876.11,-83.12,0.13
155921.51,-83,0.12
155966.89,-82.91,0.09
156012.33,-82.78,0.13
156057.78,-82.66,0.12
156091.24,-82.65,0.01
156103.1,-82.65,2.91E-11
156138.94,-82.62,0.03
156184.35,-82.51,0.11
156229.76,-82.36,0.15
156253.12,-80.76,1.6
156275.08,-82.38,-1.62
156320.55,-82.21,0.17
156365.91,-82.18,0.03
156387,-82.19,-0.01
156432.5,-81.97,0.22
156477.76,-82.01,-0.04
156523.08,-81.99,0.02
156547.35,-81.85,0.14
156576.47,-82.08,-0.23
156577.11,-82.09,-0.01
156583.28,-81.79,0.3
156628.68,-81.63,0.16
156650.06,-81.62,0.01
156674,-81.57,0.05
156701.43,-81.55,0.02
156719.2,-81.53,0.02
156763.28,-81.42,0.11
156770.47,-81.44,-0.02
156774.56,-81.43,0.01
156808.58,-81.38,0.05
156853.95,-81.25,0.13
156899.31,-81.15,0.1
156935.03,-81.24,-0.09
156944.55,-81.12,0.12
156985.09,-81.09,0.03
157030.39,-80.99,0.1
157075.73,-80.89,0.1
157121.04,-80.8,0.09
157166.36,-80.7,0.1
157211.76,-80.57,0.13
157257.11,-80.47,0.1
157302.51,-80.32,0.15
157347.89,-80.16,0.16
157393.24,-80.03,0.13
157438.61,-79.87,0.16
157484.02,-79.72,0.15
157529.44,-79.56,0.16
157574.84,-79.43,0.13
157620.27,-79.23,0.2
157665.64,-79.11,0.12
157711.03,-79.03,0.08
157756.46,-78.88,0.15
157801.87,-78.75,0.13
157847.36,-78.53,0.22
157892.78,-78.4,0.13
157938.21,-78.28,0.12
157983.69,-78.11,0.17
158029.12,-77.98,0.13
158074.57,-77.83,0.15
158119.99,-77.74,0.09
158165.43,-77.62,0.12
158210.9,-77.48,0.14
158256.32,-77.37,0.11
158301.76,-77.25,0.12
158347.17,-77.17,0.08
158392.56,-77.09,0.08
158438.04,-76.96,0.13
158483.41,-76.89,0.07
158528.71,-76.85,0.04
158552.26,-78.38,-1.53
158574.14,-76.69,1.69
158619.44,-76.71,-0.02
158664.88,-76.56,0.15
158690.68,-76.48,0.08
158736.1,-76.35,0.13
158781.53,-76.22,0.13
158826.91,-76.13,0.09
158872.39,-75.96,0.17
158917.82,-75.81,0.15
158963.26,-75.68,0.13
159008.68,-75.56,0.12
159015.25,-76.28,-0.72
159054.12,-75.4,0.88
159098.65,-75.3,0.1
159144.03,-75.25,0.05
159189.39,-75.26,-0.01
159234.8,-75.15,0.11
159280.21,-75.01,0.14
159325.62,-74.86,0.15
159371.01,-74.77,0.09
159416.44,-74.65,0.12
159461.83,-74.57,0.08
159507.2,-74.49,0.08
159552.56,-74.44,0.05
159597.96,-74.34,0.1
159606.32,-74.31,0.03
159643.41,-74.2,0.11
159688.83,-74.07,0.13
159734.15,-74.06,0.01
159779.58,-73.96,0.1
159824.9,-73.99,-0.03
159870.34,-73.85,0.14
159915.79,-73.7,0.15
159961.26,-73.52,0.18
160006.72,-73.4,0.12
160052.15,-73.28,0.12
160097.6,-73.11,0.17
160143.07,-72.94,0.17
160188.45,-72.85,0.09
160233.88,-72.73,0.12
160279.29,-72.62,0.11
160324.75,-72.48,0.14
160370.17,-72.37,0.11
160415.56,-72.27,0.1
160460.95,-72.15,0.12
160506.4,-71.99,0.16
160551.83,-71.86,0.13
160561.72,-71.83,0.03
160597.24,-71.74,0.09
160642.57,-71.7,0.04
160687.96,-71.61,0.09
160733.23,-71.62,-0.01
160778.65,-71.48,0.14
160824.11,-71.3,0.18
160869.49,-71.19,0.11
160914.93,-71.04,0.15
160960.36,-70.88,0.16
161005.84,-70.72,0.16
161012.92,-70.73,-0.01
161053.64,-70.64,0.09
161099.04,-70.53,0.11
161144.43,-70.43,0.1
161189.83,-70.33,0.1
161235.21,-70.24,0.09
161280.61,-70.11,0.13
161326.04,-70.01,0.1
161371.47,-69.88,0.13
161416.85,-69.81,0.07
161462.29,-69.67,0.14
161507.74,-69.51,0.16
161553.13,-69.42,0.09
161598.55,-69.32,0.1
161644.01,-69.17,0.15
161689.44,-69.03,0.14
161734.84,-68.96,0.07
161780.2,-68.85,0.11
161825.57,-68.79,0.06
161870.93,-68.72,0.07
161916.25,-68.71,0.01
161961.62,-68.62,0.09
162007.02,-68.51,0.11
162052.41,-68.38,0.13
162097.78,-68.32,0.06
162143.23,-68.15,0.17
162188.61,-68.05,0.1
162233.92,-68,0.05
162279.33,-67.87,0.13
162324.72,-67.76,0.11
162370.1,-67.63,0.13
162415.5,-67.57,0.06
162460.92,-67.45,0.12
162506.28,-67.37,0.08
162551.66,-67.32,0.05
162597.06,-67.22,0.1
162642.47,-67.08,0.14
162687.86,-67,0.08
162733.25,-66.91,0.09
162778.7,-66.76,0.15
162824.08,-66.68,0.08
162869.43,-66.63,0.05
162914.77,-66.58,0.05
162960.09,-66.57,0.01
163005.49,-66.46,0.11
163050.92,-66.34,0.12
163096.37,-66.18,0.16
163141.75,-66.11,0.07
163187.13,-66.06,0.05
163232.58,-65.92,0.14
163278.03,-65.77,0.15
163323.42,-65.7,0.07
163368.74,-65.66,0.04
163414.08,-65.59,0.07
163459.46,-65.52,0.07
163504.84,-65.44,0.08
163550.23,-65.35,0.09
163595.63,-65.25,0.1
163641,-65.16,0.09
163672.55,-65.1,0.06
163717.93,-65.01,0.09
163763.31,-64.94,0.07
163808.68,-64.83,0.11
163848.16,-64.69,0.14
163893.52,-64.63,0.06
163938.88,-64.5,0.13
163984.21,-64.43,0.07
164029.54,-64.41,0.02
164074.93,-64.3,0.11
164120.28,-64.25,0.05
164139.42,-64.25,0
164157.39,-64.2,0.05
164165.65,-64.17,0.03
164210.95,-64.11,0.06
164256.31,-64.03,0.08
164272.02,-62.36,1.67
164301.72,-63.9,-1.54
164347.12,-63.83,0.07
164378.52,-63.3,0.53
164378.52,-63.3,0
164388.44,-64.03,-0.73
164392.5,-63.73,0.3
164437.93,-63.6,0.13
164483.3,-63.53,0.07
164514.21,-63.43,0.1
164558.63,-63.39,0.04
164559.58,-63.35,0.04
164563.75,-63.34,0.01
164588.68,-63.29,0.05
164612.81,-66.42,-3.13
164633.87,-63.35,3.07
164679.24,-63.32,0.03
164724.47,-63.31,0.01
164752.16,-62.25,1.06
164768.61,-63.18,-0.93
164813.9,-63.16,0.02
164859.27,-63.06,0.1
164904.68,-62.96,0.1
164950.13,-62.83,0.13
164995.53,-62.72,0.11
165040.92,-62.62,0.1
165086.29,-62.57,0.05
165131.67,-62.47,0.1
165176.98,-62.43,0.04
165222.29,-62.39,0.04
165267.62,-62.35,0.04
165313.02,-62.25,0.1
165358.38,-62.17,0.08
165403.83,-62,0.17
165449.19,-61.97,0.03
165494.56,-61.86,0.11
165539.97,-61.74,0.12
165585.38,-61.61,0.13
165610.38,-61.55,0.06
165655.78,-61.42,0.13
165701.18,-61.34,0.08
165746.55,-61.23,0.11
165758.3,-61.18,0.05
165792.03,-61.04,0.14
165822.49,-60.1,0.94
165837.37,-61.03,-0.93
165882.72,-60.99,0.04
165928.17,-60.85,0.14
165973.61,-60.75,0.1
166019,-60.66,0.09
166064.5,-60.49,0.17
166109.9,-60.41,0.08
166155.28,-60.38,0.03
166200.62,-60.25,0.13
166246.01,-60.16,0.09
166291.36,-60.09,0.07
166336.67,-60.08,0.01
166382,-60.02,0.06
166423.41,-59.94,0.08
166468.7,-59.99,-0.05
166514.12,-59.88,0.11
166558.76,-59.83,0.05
166604.07,-59.82,0.01
166649.46,-59.75,0.07
166694.87,-59.63,0.12
166740.27,-59.48,0.15
166785.67,-59.37,0.11
166831.01,-59.29,0.08
166876.34,-59.24,0.05
166921.71,-59.19,0.05
166967.13,-59.07,0.12
166994.98,-59.01,0.06
167040.47,-58.8,0.21
167062.26,-58.76,0.04
167107.7,-58.62,0.14
167153.13,-58.48,0.14
167165.4,-58.45,0.03
167198.6,-58.36,0.09
167219.75,-58.34,0.02
167243.95,-58.32,0.02
167289.38,-58.18,0.14
167334.76,-58.08,0.1
167380.19,-57.98,0.1
167425.62,-57.92,0.06
167470.96,-57.88,0.04
167516.37,-57.75,0.13
167561.79,-57.63,0.12
167607.17,-57.57,0.06
167652.55,-57.51,0.06
167662,-57.49,0.02
167697.99,-57.39,0.1
167743.42,-57.3,0.09
167788.82,-57.23,0.07
167834.19,-57.18,0.05
167879.6,-57.08,0.1
167925.01,-56.97,0.11
167970.68,-56.57,0.4
168015.98,-56.56,0.01
168061.4,-56.49,0.07
168106.85,-56.38,0.11
168152.22,-56.29,0.09
168197.62,-56.14,0.15
168242.94,-56.06,0.08
168288.31,-56,0.06
168314,-57.53,-1.53
168333.72,-55.89,1.64
168379.11,-55.78,0.11
168419.13,-55.65,0.13
168464.17,-55.52,0.13
168474.79,-55.5,0.02
168507.11,-55.43,0.07
168523.19,-55.43,2.91E-11
168524.37,-55.43,0
168552.4,-55.42,0.01
168584.94,-55.46,-0.04
168630.19,-55.41,0.05
168674.89,-55.24,0.17
168719.27,-55.06,0.18
168757.08,-55.01,0.05
168786.61,-54.9,0.11
168831.93,-54.75,0.15
168874.78,-54.65,0.1
168893.51,-55.01,-0.36
168920.15,-54.54,0.47
168965.51,-54.44,0.1
169001.55,-56.16,-1.72
169009.86,-54.37,1.79
169055.24,-54.34,0.03
169100.64,-54.2,0.14
169146.01,-54.11,0.09
169190.23,-53.95,0.16
169228.8,-55.31,-1.36
169235.61,-53.85,1.46
169252.27,-51.21,2.64
169280.86,-53.93,-2.72
169326.3,-53.78,0.15
169371.72,-53.66,0.12
169401.7,-53.58,0.08
169443.75,-53.5,0.08
169489.09,-53.46,0.04
169534.38,-53.51,-0.05
169563.47,-53.5,0.01
169608.36,-53.48,0.02
169653.73,-53.37,0.11
169664.17,-52.42,0.95
169699.14,-53.14,-0.72
169744.55,-52.97,0.17
169789.83,-52.92,0.05
169835.11,-52.9,0.02
169870.37,-54.22,-1.32
169880.44,-52.84,1.38
169925.82,-52.78,0.06
169971.18,-52.76,0.02
169982.51,-51.88,0.88
170008.26,-52.53,-0.65
170016.66,-52.58,-0.05
170027.09,-50.27,2.31
170054,-50.79,-0.52
170062.14,-52.34,-1.55
170107.53,-52.19,0.15
170152.86,-52.08,0.11
170198.25,-51.97,0.11
170243.61,-51.89,0.08
